"Enrichment","Region","Position","FileName"
-0.485476791601168,"HC",128,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_20.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-1.98676933119495,"HC",129,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_21.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-3.37612440400338,"HC",130,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_21.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
0.871331335913845,"HC",131,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_21.rep3.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-1.18583142607284,"HC",132,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_22.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-2.2027548088888,"HC",133,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_22.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
0.288251126613758,"HC",134,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_2.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-0.899393059352197,"HC",135,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_2.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-3.69360304897294,"HC",136,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_3.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
3.96858689594768,"HC",137,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_3.rep2.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
-2.32420547087656,"HC",138,"/data/rusers/sheddn/LDR/Corces_Montine_33106633/33106633_HC_Mixed_Adult_4.rep1.pval0.01.300K.bfilt.narrowPeak.gzL2_0"
